Dataset,Mixture 1,Mixture 2,Experimental Values,CID_count_1,CID_Mixture_1,CID_count_2,CID_Mixture_2,SMILES_1,compound.name_1,SMILES_2,compound.name_2,answer
Bushdid,182,9,0.769230769,20,7519;12178;6989;11124;8148;5281515;8103;7059;15380;454;5283349;6501;6561;4133;61016;7583;31249;10722;7888;8797,20,7519;12178;6989;11124;8148;7710;10882;177;7363;443162;443158;14286;2758;999;19310;1140;6184;8130;8918;10890,COC1=CC=CC=C1;CCCC(CC)O;CC1=CC(=C(C=C1)C(C)C)O;CCC(=O)OC;CCCCNCCCC;CC1=CCCC(=C)C2CC(C2CC1)(C)C;CCCCCCO;CC1=CC2=C(C=C1)N=CC=C2;CSCSC;CCCCCCCC=O;CCCCCC=CC=CC=O;CCOC(=O)C1C(O1)(C)C2=CC=CC=C2;CC(C)C=O;COC(=O)C1=CC=CC=C1O;CC(CCC=C(C)C)C=O;C1=CC=C(C=C1)OC2=CC=CC=C2;CCOC(=O)CCC(=O)OCC;CC1=CC=CC=C1C=O;CC(CCCC(C)(C)O)CC=O;CC1=CC=C(C=C1)OC(=O)C,"anisole;hexan-3-ol;5-methyl-2-propan-2-ylphenol;methyl propanoate;N-butylbutan-1-amine;(1R,4E,9S)-4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undec-4-ene;hexan-1-ol;6-methylquinoline;bis(methylsulfanyl)methane;octanal;(2E,4E)-deca-2,4-dienal;ethyl 3-methyl-3-phenyloxirane-2-carboxylate;2-methylpropanal;methyl 2-hydroxybenzoate;2,6-dimethylhept-5-enal;phenoxybenzene;diethyl butanedioate;2-methylbenzaldehyde;7-hydroxy-3,7-dimethyloctanal;(4-methylphenyl) acetate",COC1=CC=CC=C1;CCCC(CC)O;CC1=CC(=C(C=C1)C(C)C)O;CCC(=O)OC;CCCCNCCCC;CCCCCC1CCC(=O)O1;CCCCC(=O)OCC;CC=O;C1=COC(=C1)CS;CC1=CCC(CC1)C(C)(C)O;CC(=CCCC(C)(C=C)O)C;CC(=O)C1=CC=CC=N1;CC1(C2CCC(O1)(CC2)C)C;C1=CC=C(C=C1)CC(=O)O;CSSSC;CC1=CC=CC=C1;CCCCCC=O;CCCCCCC=O;CCCCCCCCCOC(=O)C;CCCCCOC(=O)CCC,"anisole;hexan-3-ol;5-methyl-2-propan-2-ylphenol;methyl propanoate;N-butylbutan-1-amine;5-pentyloxolan-2-one;ethyl pentanoate;acetaldehyde;furan-2-ylmethanethiol;2-[(1S)-4-methylcyclohex-3-en-1-yl]propan-2-ol;(3R)-3,7-dimethylocta-1,6-dien-3-ol;1-pyridin-2-ylethanone;1,3,3-trimethyl-2-oxabicyclo[2.2.2]octane;2-phenylacetic acid;(methyltrisulfanyl)methane;toluene;hexanal;heptanal;nonyl acetate;pentyl butanoate",Strongly Dissimilar
Bushdid,515,83,0.692307692,10,999;10821;798;31276;7710;5281168;7600;7460;179;8858,10,999;10821;798;6501;31272;22386;12180;6736;7749;4133,C1=CC=C(C=C1)CC(=O)O;C#CC1=CC=CC=C1;C1=CC=C2C(=C1)C=CN2;CC(C)CCOC(=O)C;CCCCCC1CCC(=O)O1;CCCC=CC=O;CC(C)CCOC(=O)CC1=CC=CC=C1;CC1=CCC(C=C1)C(C)C;CC(C(=O)C)O;CC(=CC(=O)C)C,"2-phenylacetic acid;ethynylbenzene;1H-indole;3-methylbutyl acetate;5-pentyloxolan-2-one;(E)-hex-2-enal;3-methylbutyl 2-phenylacetate;2-methyl-5-propan-2-ylcyclohexa-1,3-diene;3-hydroxybutan-2-one;4-methylpent-3-en-2-one",C1=CC=C(C=C1)CC(=O)O;C#CC1=CC=CC=C1;C1=CC=C2C(=C1)C=CN2;CCOC(=O)C1C(O1)(C)C2=CC=CC=C2;CCCCOC(=O)C;CCCC(C)O;CCCC(=O)OC;CC1=CNC2=CC=CC=C12;CCC(=O)OCC;COC(=O)C1=CC=CC=C1O,2-phenylacetic acid;ethynylbenzene;1H-indole;ethyl 3-methyl-3-phenyloxirane-2-carboxylate;butyl acetate;pentan-2-ol;methyl butanoate;3-methyl-1H-indole;ethyl propanoate;methyl 2-hydroxybenzoate,Strongly Dissimilar
Bushdid,442,311,0.423076923,20,8025;31272;6982;8148;7749;6561;7921;3314;11002;8797;7793;3776;637511;11552;8858;62444;19310;5283349;261;6989,20,8025;31272;6982;8148;7749;6561;7921;3314;11002;8797;7793;3776;637511;11552;8858;62444;19310;5283349;261;12348,CCOC=O;CCCCOC(=O)C;CC1=CC(=C(C=C1Cl)C(C)C)O;CCCCNCCCC;CCC(=O)OCC;CC(C)C=O;CC1CCC(=O)O1;COC1=C(C=CC(=C1)CC=C)O;CCCCSCCCC;CC1=CC=C(C=C1)OC(=O)C;CC(CCC=C(C)C)CCO;CC(C)O;C1=CC=C(C=C1)C=CC=O;CC(C)CC=O;CC(=CC(=O)C)C;CCCC(=O)SC;CSSSC;CCCCCC=CC=CC=O;CCCC=O;CC1=CC(=C(C=C1)C(C)C)O,"ethyl formate;butyl acetate;4-chloro-5-methyl-2-propan-2-ylphenol;N-butylbutan-1-amine;ethyl propanoate;2-methylpropanal;5-methyloxolan-2-one;2-methoxy-4-prop-2-enylphenol;1-butylsulfanylbutane;(4-methylphenyl) acetate;(3S)-3,7-dimethyloct-6-en-1-ol;propan-2-ol;(E)-3-phenylprop-2-enal;3-methylbutanal;4-methylpent-3-en-2-one;S-methyl butanethioate;(methyltrisulfanyl)methane;(2E,4E)-deca-2,4-dienal;butanal;5-methyl-2-propan-2-ylphenol",CCOC=O;CCCCOC(=O)C;CC1=CC(=C(C=C1Cl)C(C)C)O;CCCCNCCCC;CCC(=O)OCC;CC(C)C=O;CC1CCC(=O)O1;COC1=C(C=CC(=C1)CC=C)O;CCCCSCCCC;CC1=CC=C(C=C1)OC(=O)C;CC(CCC=C(C)C)CCO;CC(C)O;C1=CC=C(C=C1)C=CC=O;CC(C)CC=O;CC(=CC(=O)C)C;CCCC(=O)SC;CSSSC;CCCCCC=CC=CC=O;CCCC=O;CCCCCOC(=O)C,"ethyl formate;butyl acetate;4-chloro-5-methyl-2-propan-2-ylphenol;N-butylbutan-1-amine;ethyl propanoate;2-methylpropanal;5-methyloxolan-2-one;2-methoxy-4-prop-2-enylphenol;1-butylsulfanylbutane;(4-methylphenyl) acetate;(3S)-3,7-dimethyloct-6-en-1-ol;propan-2-ol;(E)-3-phenylprop-2-enal;3-methylbutanal;4-methylpent-3-en-2-one;S-methyl butanethioate;(methyltrisulfanyl)methane;(2E,4E)-deca-2,4-dienal;butanal;pentyl acetate",Strongly Similar
Bushdid,457,54,0.538461538,10,11552;10560;6184;999;8048;1060;61016;10890;180;26331,10,11552;10560;6184;999;8048;1060;61016;10890;180;7799,CC(C)CC=O;CCC(C)S;CCCCCC=O;C1=CC=C(C=C1)CC(=O)O;CCCCCCCCCC(=O)OCC;CC(=O)C(=O)O;CC(CCC=C(C)C)C=O;CCCCCOC(=O)CCC;CC(=O)C;CCC1=NC=CN=C1,"3-methylbutanal;butane-2-thiol;hexanal;2-phenylacetic acid;ethyl decanoate;2-oxopropanoic acid;2,6-dimethylhept-5-enal;pentyl butanoate;propan-2-one;2-ethylpyrazine",CC(C)CC=O;CCC(C)S;CCCCCC=O;C1=CC=C(C=C1)CC(=O)O;CCCCCCCCCC(=O)OCC;CC(=O)C(=O)O;CC(CCC=C(C)C)C=O;CCCCCOC(=O)CCC;CC(=O)C;CCCCCCCC(=O)OCC,"3-methylbutanal;butane-2-thiol;hexanal;2-phenylacetic acid;ethyl decanoate;2-oxopropanoic acid;2,6-dimethylhept-5-enal;pentyl butanoate;propan-2-one;ethyl octanoate",Slightly Similar
Bushdid,315,49,0.461538462,20,8025;10976;999;31244;7150;22386;24915;31249;7848;10722;179;7714;7460;7165;176;7410;8051;443158;5281168;10882,20,8025;10976;999;31244;7150;22386;24915;31249;7848;10722;179;7714;7460;7165;176;7410;8051;443158;5281168;443162,CCOC=O;CCCCCC(C)O;C1=CC=C(C=C1)CC(=O)O;COC1=CC=C(C=C1)C=O;COC(=O)C1=CC=CC=C1;CCCC(C)O;CCCC(=O)OC(C)(C)CC1=CC=CC=C1;CCOC(=O)CCC(=O)OCC;CCCS;CC1=CC=CC=C1C=O;CC(C(=O)C)O;CCCCCCCC1CCC(=O)O1;CC1=CCC(C=C1)C(C)C;CCOC(=O)C1=CC=CC=C1;CC(=O)O;CC(=O)C1=CC=CC=C1;CCCCCC(=O)C;CC(=CCCC(C)(C=C)O)C;CCCC=CC=O;CCCCC(=O)OCC,"ethyl formate;heptan-2-ol;2-phenylacetic acid;4-methoxybenzaldehyde;methyl benzoate;pentan-2-ol;(2-methyl-1-phenylpropan-2-yl) butanoate;diethyl butanedioate;propane-1-thiol;2-methylbenzaldehyde;3-hydroxybutan-2-one;5-heptyloxolan-2-one;2-methyl-5-propan-2-ylcyclohexa-1,3-diene;ethyl benzoate;acetic acid;1-phenylethanone;heptan-2-one;(3R)-3,7-dimethylocta-1,6-dien-3-ol;(E)-hex-2-enal;ethyl pentanoate",CCOC=O;CCCCCC(C)O;C1=CC=C(C=C1)CC(=O)O;COC1=CC=C(C=C1)C=O;COC(=O)C1=CC=CC=C1;CCCC(C)O;CCCC(=O)OC(C)(C)CC1=CC=CC=C1;CCOC(=O)CCC(=O)OCC;CCCS;CC1=CC=CC=C1C=O;CC(C(=O)C)O;CCCCCCCC1CCC(=O)O1;CC1=CCC(C=C1)C(C)C;CCOC(=O)C1=CC=CC=C1;CC(=O)O;CC(=O)C1=CC=CC=C1;CCCCCC(=O)C;CC(=CCCC(C)(C=C)O)C;CCCC=CC=O;CC1=CCC(CC1)C(C)(C)O,"ethyl formate;heptan-2-ol;2-phenylacetic acid;4-methoxybenzaldehyde;methyl benzoate;pentan-2-ol;(2-methyl-1-phenylpropan-2-yl) butanoate;diethyl butanedioate;propane-1-thiol;2-methylbenzaldehyde;3-hydroxybutan-2-one;5-heptyloxolan-2-one;2-methyl-5-propan-2-ylcyclohexa-1,3-diene;ethyl benzoate;acetic acid;1-phenylethanone;heptan-2-one;(3R)-3,7-dimethylocta-1,6-dien-3-ol;(E)-hex-2-enal;2-[(1S)-4-methylcyclohex-3-en-1-yl]propan-2-ol",Slightly Similar
Bushdid,393,448,0.653846154,20,8048;22201;7059;24915;1140;2969;12180;7583;31265;6184;637511;22873;440967;454;177;91497;8051;7150;261;8918,20,8048;22201;7059;24915;1140;2969;12180;7583;31265;6184;637511;22873;440967;454;177;22386;1068;62336;443158;6590,CCCCCCCCCC(=O)OCC;CC1=NC=CN=C1C;CC1=CC2=C(C=C1)N=CC=C2;CCCC(=O)OC(C)(C)CC1=CC=CC=C1;CC1=CC=CC=C1;CCCCCCCCCC(=O)O;CCCC(=O)OC;C1=CC=C(C=C1)OC2=CC=CC=C2;CCCCCC(=O)OCC;CCCCCC=O;C1=CC=C(C=C1)C=CC=O;CCCCCCOC(=O)CCCCC;CC1(C2CCC(=C)C1C2)C;CCCCCCCC=O;CC=O;CC1COCC2=CC3=C(C=C12)C(C(C3(C)C)C)(C)C;CCCCCC(=O)C;COC(=O)C1=CC=CC=C1;CCCC=O;CCCCCCCCCOC(=O)C,"ethyl decanoate;2,3-dimethylpyrazine;6-methylquinoline;(2-methyl-1-phenylpropan-2-yl) butanoate;toluene;decanoic acid;methyl butanoate;phenoxybenzene;ethyl hexanoate;hexanal;(E)-3-phenylprop-2-enal;hexyl hexanoate;(1S,5S)-6,6-dimethyl-2-methylidenebicyclo[3.1.1]heptane;octanal;acetaldehyde;4,6,6,7,8,8-hexamethyl-1,3,4,7-tetrahydrocyclopenta[g]isochromene;heptan-2-one;methyl benzoate;butanal;nonyl acetate",CCCCCCCCCC(=O)OCC;CC1=NC=CN=C1C;CC1=CC2=C(C=C1)N=CC=C2;CCCC(=O)OC(C)(C)CC1=CC=CC=C1;CC1=CC=CC=C1;CCCCCCCCCC(=O)O;CCCC(=O)OC;C1=CC=C(C=C1)OC2=CC=CC=C2;CCCCCC(=O)OCC;CCCCCC=O;C1=CC=C(C=C1)C=CC=O;CCCCCCOC(=O)CCCCC;CC1(C2CCC(=C)C1C2)C;CCCCCCCC=O;CC=O;CCCC(C)O;CSC;CC(C1=CC=CC=C1)C(OC)OC;CC(=CCCC(C)(C=C)O)C;CC(C)C(=O)O,"ethyl decanoate;2,3-dimethylpyrazine;6-methylquinoline;(2-methyl-1-phenylpropan-2-yl) butanoate;toluene;decanoic acid;methyl butanoate;phenoxybenzene;ethyl hexanoate;hexanal;(E)-3-phenylprop-2-enal;hexyl hexanoate;(1S,5S)-6,6-dimethyl-2-methylidenebicyclo[3.1.1]heptane;octanal;acetaldehyde;pentan-2-ol;methylsulfanylmethane;1,1-dimethoxypropan-2-ylbenzene;(3R)-3,7-dimethylocta-1,6-dien-3-ol;2-methylpropanoic acid",Slightly Dissimilar
Bushdid,154,233,0.692307692,30,264;22386;1127;180;7344;8048;8858;8025;7519;16666;12348;7059;6736;4133;454;31272;8030;10821;261;93009;62433;1140;7793;5634;7460;24915;637566;440917;3776;6054,30,8148;10722;8892;10560;1068;5283349;10890;7710;7731;11002;1146;8918;7583;6654;31249;22201;91497;7150;7762;11124;15380;8103;6501;61138;240;7921;11509;612;5281515;18827,CCCC(=O)O;CCCC(C)O;C1CCSC1;CC(=O)C;CCOC(=O)C(C)O;CCCCCCCCCC(=O)OCC;CC(=CC(=O)C)C;CCOC=O;COC1=CC=CC=C1;CC1CCC(C(C1)O)C(C)C;CCCCCOC(=O)C;CC1=CC2=C(C=C1)N=CC=C2;CC1=CNC2=CC=CC=C12;COC(=O)C1=CC=CC=C1O;CCCCCCCC=O;CCCCOC(=O)C;C1=CSC=C1;C#CC1=CC=CC=C1;CCCC=O;CC(=O)OC1CC2CCC1(C2(C)C)C;CCCCCOC(=O)CCCC;CC1=CC=CC=C1;CC(CCC=C(C)C)CCO;C=CCCCCCCCCC(=O)O;CC1=CCC(C=C1)C(C)C;CCCC(=O)OC(C)(C)CC1=CC=CC=C1;CC(=CCCC(=CCO)C)C;CC1=CCC(CC1)C(=C)C;CC(C)O;C1=CC=C(C=C1)CCO,"butanoic acid;pentan-2-ol;thiolane;propan-2-one;ethyl 2-hydroxypropanoate;ethyl decanoate;4-methylpent-3-en-2-one;ethyl formate;anisole;(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol;pentyl acetate;6-methylquinoline;3-methyl-1H-indole;methyl 2-hydroxybenzoate;octanal;butyl acetate;thiophene;ethynylbenzene;butanal;[(1S,2R,4S)-1,7,7-trimethyl-2-bicyclo[2.2.1]heptanyl] acetate;pentyl pentanoate;toluene;(3S)-3,7-dimethyloct-6-en-1-ol;undec-10-enoic acid;2-methyl-5-propan-2-ylcyclohexa-1,3-diene;(2-methyl-1-phenylpropan-2-yl) butanoate;(2E)-3,7-dimethylocta-2,6-dien-1-ol;(4R)-1-methyl-4-prop-1-en-2-ylcyclohexene;propan-2-ol;2-phenylethanol",CCCCNCCCC;CC1=CC=CC=C1C=O;CCCCCC(=O)O;CCC(C)S;CSC;CCCCCC=CC=CC=O;CCCCCOC(=O)CCC;CCCCCC1CCC(=O)O1;CC1=CC=C(C=C1)OC;CCCCSCCCC;CN(C)C;CCCCCCCCCOC(=O)C;C1=CC=C(C=C1)OC2=CC=CC=C2;CC1=CCC2CC1C2(C)C;CCOC(=O)CCC(=O)OCC;CC1=NC=CN=C1C;CC1COCC2=CC3=C(C=C12)C(C(C3(C)C)C)(C)C;COC(=O)C1=CC=CC=C1;CCCC(=O)OCC;CCC(=O)OC;CSCSC;CCCCCCO;CCOC(=O)C1C(O1)(C)C2=CC=CC=C2;C=CCCC(=O)O;C1=CC=C(C=C1)C=O;CC1CCC(=O)O1;CCCC(=O)CC;CC(C(=O)O)O;CC1=CCCC(=C)C2CC(C2CC1)(C)C;CCCCCC(C=C)O,"N-butylbutan-1-amine;2-methylbenzaldehyde;hexanoic acid;butane-2-thiol;methylsulfanylmethane;(2E,4E)-deca-2,4-dienal;pentyl butanoate;5-pentyloxolan-2-one;1-methoxy-4-methylbenzene;1-butylsulfanylbutane;N,N-dimethylmethanamine;nonyl acetate;phenoxybenzene;2,6,6-trimethylbicyclo[3.1.1]hept-2-ene;diethyl butanedioate;2,3-dimethylpyrazine;4,6,6,7,8,8-hexamethyl-1,3,4,7-tetrahydrocyclopenta[g]isochromene;methyl benzoate;ethyl butanoate;methyl propanoate;bis(methylsulfanyl)methane;hexan-1-ol;ethyl 3-methyl-3-phenyloxirane-2-carboxylate;pent-4-enoic acid;benzaldehyde;5-methyloxolan-2-one;hexan-3-one;2-hydroxypropanoic acid;(1R,4E,9S)-4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undec-4-ene;oct-1-en-3-ol",Strongly Dissimilar
Bushdid,456,468,0.5,20,6561;798;6654;22873;612;12741;637511;31244;443162;8025;440917;6982;11552;7991;18827;3314;5283349;7632;93009;8030,20,6561;798;6654;22873;612;12741;637511;31244;443162;8025;6184;10430;7966;10976;7363;6736;7793;1068;8858;12178,CC(C)C=O;C1=CC=C2C(=C1)C=CN2;CC1=CCC2CC1C2(C)C;CCCCCCOC(=O)CCCCC;CC(C(=O)O)O;CCCCCCCCC(=O)C;C1=CC=C(C=C1)C=CC=O;COC1=CC=C(C=C1)C=O;CC1=CCC(CC1)C(C)(C)O;CCOC=O;CC1=CCC(CC1)C(=C)C;CC1=CC(=C(C=C1Cl)C(C)C)O;CC(C)CC=O;CCCCC(=O)O;CCCCCC(C=C)O;COC1=C(C=CC(=C1)CC=C)O;CCCCCC=CC=CC=O;CC(C)(CCC1=CC=CC=C1)O;CC(=O)OC1CC2CCC1(C2(C)C)C;C1=CSC=C1,"2-methylpropanal;1H-indole;2,6,6-trimethylbicyclo[3.1.1]hept-2-ene;hexyl hexanoate;2-hydroxypropanoic acid;decan-2-one;(E)-3-phenylprop-2-enal;4-methoxybenzaldehyde;2-[(1S)-4-methylcyclohex-3-en-1-yl]propan-2-ol;ethyl formate;(4R)-1-methyl-4-prop-1-en-2-ylcyclohexene;4-chloro-5-methyl-2-propan-2-ylphenol;3-methylbutanal;pentanoic acid;oct-1-en-3-ol;2-methoxy-4-prop-2-enylphenol;(2E,4E)-deca-2,4-dienal;2-methyl-4-phenylbutan-2-ol;[(1S,2R,4S)-1,7,7-trimethyl-2-bicyclo[2.2.1]heptanyl] acetate;thiophene",CC(C)C=O;C1=CC=C2C(=C1)C=CN2;CC1=CCC2CC1C2(C)C;CCCCCCOC(=O)CCCCC;CC(C(=O)O)O;CCCCCCCCC(=O)C;C1=CC=C(C=C1)C=CC=O;COC1=CC=C(C=C1)C=O;CC1=CCC(CC1)C(C)(C)O;CCOC=O;CCCCCC=O;CC(C)CC(=O)O;C1CCC(CC1)O;CCCCCC(C)O;C1=COC(=C1)CS;CC1=CNC2=CC=CC=C12;CC(CCC=C(C)C)CCO;CSC;CC(=CC(=O)C)C;CCCC(CC)O,"2-methylpropanal;1H-indole;2,6,6-trimethylbicyclo[3.1.1]hept-2-ene;hexyl hexanoate;2-hydroxypropanoic acid;decan-2-one;(E)-3-phenylprop-2-enal;4-methoxybenzaldehyde;2-[(1S)-4-methylcyclohex-3-en-1-yl]propan-2-ol;ethyl formate;hexanal;3-methylbutanoic acid;cyclohexanol;heptan-2-ol;furan-2-ylmethanethiol;3-methyl-1H-indole;(3S)-3,7-dimethyloct-6-en-1-ol;methylsulfanylmethane;4-methylpent-3-en-2-one;hexan-3-ol",Slightly Similar
Bushdid,208,196,0.423076923,20,31272;7921;8103;1127;6501;6054;3776;637566;7344;6561;7363;7519;8797;8091;10821;240;62336;2758;11002;1140,20,31272;7921;8103;1127;6501;12020;7991;6184;11509;999;176;2879;443158;2969;31249;7059;8635;1031;62433;10890,CCCCOC(=O)C;CC1CCC(=O)O1;CCCCCCO;C1CCSC1;CCOC(=O)C1C(O1)(C)C2=CC=CC=C2;C1=CC=C(C=C1)CCO;CC(C)O;CC(=CCCC(=CCO)C)C;CCOC(=O)C(C)O;CC(C)C=O;C1=COC(=C1)CS;COC1=CC=CC=C1;CC1=CC=C(C=C1)OC(=O)C;CCCCCCCC(=O)OC;C#CC1=CC=CC=C1;C1=CC=C(C=C1)C=O;CC(C1=CC=CC=C1)C(OC)OC;CC1(C2CCC(O1)(CC2)C)C;CCCCSCCCC;CC1=CC=CC=C1,"butyl acetate;5-methyloxolan-2-one;hexan-1-ol;thiolane;ethyl 3-methyl-3-phenyloxirane-2-carboxylate;2-phenylethanol;propan-2-ol;(2E)-3,7-dimethylocta-2,6-dien-1-ol;ethyl 2-hydroxypropanoate;2-methylpropanal;furan-2-ylmethanethiol;anisole;(4-methylphenyl) acetate;methyl octanoate;ethynylbenzene;benzaldehyde;1,1-dimethoxypropan-2-ylbenzene;1,3,3-trimethyl-2-oxabicyclo[2.2.2]octane;1-butylsulfanylbutane;toluene",CCCCOC(=O)C;CC1CCC(=O)O1;CCCCCCO;C1CCSC1;CCOC(=O)C1C(O1)(C)C2=CC=CC=C2;CCC(C=C)O;CCCCC(=O)O;CCCCCC=O;CCCC(=O)CC;C1=CC=C(C=C1)CC(=O)O;CC(=O)O;CC1=CC=C(C=C1)O;CC(=CCCC(C)(C=C)O)C;CCCCCCCCCC(=O)O;CCOC(=O)CCC(=O)OCC;CC1=CC2=C(C=C1)N=CC=C2;COC(=O)C1=CC=CC=C1N;CCCO;CCCCCOC(=O)CCCC;CCCCCOC(=O)CCC,"butyl acetate;5-methyloxolan-2-one;hexan-1-ol;thiolane;ethyl 3-methyl-3-phenyloxirane-2-carboxylate;pent-1-en-3-ol;pentanoic acid;hexanal;hexan-3-one;2-phenylacetic acid;acetic acid;4-methylphenol;(3R)-3,7-dimethylocta-1,6-dien-3-ol;decanoic acid;diethyl butanedioate;6-methylquinoline;methyl 2-aminobenzoate;propan-1-ol;pentyl pentanoate;pentyl butanoate",Strongly Similar
Bushdid,260,415,0.730769231,10,7519;10976;18827;7966;6544;7600;1068;8025;7460;6654,10,7519;10976;18827;7966;6544;7600;1068;8025;7460;7583,COC1=CC=CC=C1;CCCCCC(C)O;CCCCCC(C=C)O;C1CCC(CC1)O;CC1=CC(=O)CC(C1)(C)C;CC(C)CCOC(=O)CC1=CC=CC=C1;CSC;CCOC=O;CC1=CCC(C=C1)C(C)C;CC1=CCC2CC1C2(C)C,"anisole;heptan-2-ol;oct-1-en-3-ol;cyclohexanol;3,5,5-trimethylcyclohex-2-en-1-one;3-methylbutyl 2-phenylacetate;methylsulfanylmethane;ethyl formate;2-methyl-5-propan-2-ylcyclohexa-1,3-diene;2,6,6-trimethylbicyclo[3.1.1]hept-2-ene",COC1=CC=CC=C1;CCCCCC(C)O;CCCCCC(C=C)O;C1CCC(CC1)O;CC1=CC(=O)CC(C1)(C)C;CC(C)CCOC(=O)CC1=CC=CC=C1;CSC;CCOC=O;CC1=CCC(C=C1)C(C)C;C1=CC=C(C=C1)OC2=CC=CC=C2,"anisole;heptan-2-ol;oct-1-en-3-ol;cyclohexanol;3,5,5-trimethylcyclohex-2-en-1-one;3-methylbutyl 2-phenylacetate;methylsulfanylmethane;ethyl formate;2-methyl-5-propan-2-ylcyclohexa-1,3-diene;phenoxybenzene",Strongly Dissimilar
Bushdid,210,377,0.461538462,30,8148;7921;177;3314;62465;637511;8186;1060;18827;7363;460;62433;7463;8797;62444;440967;264;11509;7654;1140;10722;6184;6501;6982;12741;4133;62336;7150;6654;7731,30,8148;7921;177;3314;62465;637511;8186;1060;18827;7363;460;62433;7463;8797;62444;440967;264;11509;7654;1140;10722;6184;6501;6982;12741;4133;62336;7150;6654;26331,CCCCNCCCC;CC1CCC(=O)O1;CC=O;COC1=C(C=CC(=C1)CC=C)O;CCC1=CC(=C(C=C1)O)OC;C1=CC=C(C=C1)C=CC=O;CCCCCCCCCCC=O;CC(=O)C(=O)O;CCCCCC(C=C)O;C1=COC(=C1)CS;COC1=CC=CC=C1O;CCCCCOC(=O)CCCC;CC1=CC=C(C=C1)C(C)C;CC1=CC=C(C=C1)OC(=O)C;CCCC(=O)SC;CC1(C2CCC(=C)C1C2)C;CCCC(=O)O;CCCC(=O)CC;CC(=O)OCCC1=CC=CC=C1;CC1=CC=CC=C1;CC1=CC=CC=C1C=O;CCCCCC=O;CCOC(=O)C1C(O1)(C)C2=CC=CC=C2;CC1=CC(=C(C=C1Cl)C(C)C)O;CCCCCCCCC(=O)C;COC(=O)C1=CC=CC=C1O;CC(C1=CC=CC=C1)C(OC)OC;COC(=O)C1=CC=CC=C1;CC1=CCC2CC1C2(C)C;CC1=CC=C(C=C1)OC,"N-butylbutan-1-amine;5-methyloxolan-2-one;acetaldehyde;2-methoxy-4-prop-2-enylphenol;4-ethyl-2-methoxyphenol;(E)-3-phenylprop-2-enal;undecanal;2-oxopropanoic acid;oct-1-en-3-ol;furan-2-ylmethanethiol;2-methoxyphenol;pentyl pentanoate;1-methyl-4-propan-2-ylbenzene;(4-methylphenyl) acetate;S-methyl butanethioate;(1S,5S)-6,6-dimethyl-2-methylidenebicyclo[3.1.1]heptane;butanoic acid;hexan-3-one;2-phenylethyl acetate;toluene;2-methylbenzaldehyde;hexanal;ethyl 3-methyl-3-phenyloxirane-2-carboxylate;4-chloro-5-methyl-2-propan-2-ylphenol;decan-2-one;methyl 2-hydroxybenzoate;1,1-dimethoxypropan-2-ylbenzene;methyl benzoate;2,6,6-trimethylbicyclo[3.1.1]hept-2-ene;1-methoxy-4-methylbenzene",CCCCNCCCC;CC1CCC(=O)O1;CC=O;COC1=C(C=CC(=C1)CC=C)O;CCC1=CC(=C(C=C1)O)OC;C1=CC=C(C=C1)C=CC=O;CCCCCCCCCCC=O;CC(=O)C(=O)O;CCCCCC(C=C)O;C1=COC(=C1)CS;COC1=CC=CC=C1O;CCCCCOC(=O)CCCC;CC1=CC=C(C=C1)C(C)C;CC1=CC=C(C=C1)OC(=O)C;CCCC(=O)SC;CC1(C2CCC(=C)C1C2)C;CCCC(=O)O;CCCC(=O)CC;CC(=O)OCCC1=CC=CC=C1;CC1=CC=CC=C1;CC1=CC=CC=C1C=O;CCCCCC=O;CCOC(=O)C1C(O1)(C)C2=CC=CC=C2;CC1=CC(=C(C=C1Cl)C(C)C)O;CCCCCCCCC(=O)C;COC(=O)C1=CC=CC=C1O;CC(C1=CC=CC=C1)C(OC)OC;COC(=O)C1=CC=CC=C1;CC1=CCC2CC1C2(C)C;CCC1=NC=CN=C1,"N-butylbutan-1-amine;5-methyloxolan-2-one;acetaldehyde;2-methoxy-4-prop-2-enylphenol;4-ethyl-2-methoxyphenol;(E)-3-phenylprop-2-enal;undecanal;2-oxopropanoic acid;oct-1-en-3-ol;furan-2-ylmethanethiol;2-methoxyphenol;pentyl pentanoate;1-methyl-4-propan-2-ylbenzene;(4-methylphenyl) acetate;S-methyl butanethioate;(1S,5S)-6,6-dimethyl-2-methylidenebicyclo[3.1.1]heptane;butanoic acid;hexan-3-one;2-phenylethyl acetate;toluene;2-methylbenzaldehyde;hexanal;ethyl 3-methyl-3-phenyloxirane-2-carboxylate;4-chloro-5-methyl-2-propan-2-ylphenol;decan-2-one;methyl 2-hydroxybenzoate;1,1-dimethoxypropan-2-ylbenzene;methyl benzoate;2,6,6-trimethylbicyclo[3.1.1]hept-2-ene;2-ethylpyrazine",Slightly Similar
